x,y
,1
,0
,1
fart,1
budget worse,0
,1
,1
,0
,1
mindless,1
excuse bad jacques,1
,1
ripoff,1
stupid,0
carroll budget,1
,0
powell,1
,0
waste,1
plain pointless,1
fooled bad bad,0
zombies bad,1
stupid awful crap garbage,0
stupid awful bad,0
gabor,1
albert emil,1
,1
,1
,1
bad,1
,0
,1
budget,1
bad,0
,1
,1
,0
bad,1
bad dumb,0
olympia olympia,1
,1
,1
horrible bad,0
,1
bad,0
bad,0
,0
,0
,1
muni,0
,1
,1
,0
amateurish,0
capturing renting captures zombies,1
stupid bad stupid waste,0
,0
bad bad,0
garbage garbage,0
poorly boring dumb cgi horrible lame pathetic boring,0
,1
stupid stupid stupid,0
bad,1
,1
,1
unfunny unfunny,0
zombies,1
bad waste,0
poorly laughably,0
friendship,1
amateurish bother,0
friendship,1
sht budget crappy,1
,1
,1
,1
bad,1
bad bad waste 90,0
stupid boring crappy boring,1
bad,1
pointless,0
,0
illogical,0
,1
,1
,0
,1
,1
captures watson,1
,1
,1
,1
waste bad waste,0
,0
,1
,1
,1
,1
,1
,1
,1
,1
gena rowlands gena rowlands rowlands,1
ella raines raines raines worse raines,1
lame pathetic amateurish waste,0
,1
bad boring,0
stupid bad bad uwe bad kidding waste,0
,0
,1
eat,1
dumber bad garbage bad,0
bad 110 wasting,0
bad bad garbage laughable stupid bother waste ripped,0
capturing,1
cheesy cheesy,1
dumb,0
,1
horrible,1
crap bad bad,0
,1
,1
reginald cary,1
bad worse lame bad budget,0
bother bad 90 bad,0
fake,0
,1
newman,1
,1
,1
,1
,0
,1
,0
,0
bad,1
,0
budget budget,1
frances ronald captures frances cheap bad friendship,1
bad,1
ripoff garbage bin,0
captures,1
bad budget bad filler bad laughable garbage awful costs,0
boring,1
bad boring bad,0
fake bad,0
,0
boring bad,1
pathetic lame horrible worse cheesy budget corn scarecrows,0
,0
,1
pointless bad cgi illogical,1
lionel cheesy cheesy cheesy bad,1
stupid bad bad 90 suck cheap,1
excuse waste,0
poorly boring waste pathetic garbage kidding worse worse crap,0
,1
,1
,1
friendship,1
,1
waste crap waste,0
bad dumb worse bad,0
bad bad bad holes holes holes bad horrible,0
understated,1
,1
,1
,1
bad bad bad lame awful eat,0
awful,0
bad budget kidding bad,0
understated gonna,1
,1
budget contribution budget,1
,1
budget rubbish bother rubbish awful bad,0
bad lame bad bad,0
,1
worse,1
crappy plain boring sucks,0
bad bad horrible worse horrible bad,0
horrible,1
cheesy garbage costs,0
,0
amateurish,1
excuse stupid filler,0
jerome,1
friendship,1
,1
horrible,1
,1
bad ronald plain lame,0
bother,0
bad,0
,1
awful bad bad fooled cheap bad,1
fiennes cheesy toilet,1
,1
,1
,1
unimaginative,0
cheap bad bad bad bad bad,0
,1
,1
,1
horrible horrible capturing,1
eat eat horrible atrocious bad awful 90 crappy turd,0
,1
excuse excuse,0
bad unfunny awful waste turd 010,0
,1
bad worse zombies boring worse,0
plain awful horrible,0
,0
turd,0
bad horrible bad,0
budget swearing horrible,0
,0
,1
,1
,1
boring puke,1
bad,0
bad dumb bad stupid fake bad,0
,1
awful atrocious costs bad,0
,1
dumb budget,0
bad horrible,1
waste,0
,1
stewart margaret sullavan,1
,1
,0
sucked bad bad,0
alfred,0
,1
,1
ruth albert ruth albert,1
budget bad,1
kidding,1
bad amateurish cheesy bad bad pointless barrel,0
,1
,0
loyalty toilet,0
mindless bad,1
worse,0
zombies lame zombies zombies zombies zombies zombies camcorder atrocious junk bad bad,0
cheezy awful,0
,1
bad camcorder pathetic bad bad fake pathetic pathetic excuse,0
awful bad,1
bad,1
,1
,1
bad frances vulnerability awful bad bad,1
bad,0
waste,0
albert bad awful bad bad albert waste,0
lame ripoff,1
bad laughable,0
,1
,0
gertrude gertrude barbara,1
boring budget excuse budget cgi,0
,1
,0
victoria victoria pathetic victoria stupid,0
rubbish,1
waste,1
awful,0
garbage bad,0
everett gertrude,1
bad bad awful bad,0
alexander,1
,1
,0
stupid waste,0
,1
,1
,1
,1
bad holes,0
pioneer,0
stupid cgi,1
,0
,0
awful awful,0
rupert everett olivia,1
sucks,1
bad bad pathetic,0
lame bad,0
,0
portrait captures,1
plain,0
,0
stupid pointless crap,0
,1
,0
holes,1
,1
gonna bin,0
,1
awful dumb,1
,0
,1
,1
poorly poorly,0
boring waste waste,0
,1
,1
novak stewart novak,1
,1
,0
,0
plain,1
bad boring,0
,0
bad awful worse bad,0
garbage,1
dumb bad bad,1
,0
,1
,0
stupid crap bin,0
,1
bad,0
stupid pathetic,0
illogical,0
jacques,1
bad eaten,0
understated,1
,1
boring,0
fastforward leung,1
bad lame,0
fake bad,1
ripoff,1
olivia excuse,0
,1
bad stupid bad 110,0
boring cheesy sucked costs,0
sucked awful,0
bad worse bad bad,1
,1
budget cheesy,1
,0
boring,1
,1
bad bad bad,0
costs bad,0
,1
cheesy waste costs,0
,0
,0
plain bad bad,0
bad christie eat bad bad bad,0
bad bad bad,0
waste amateurish,0
,0
budget,1
bad,0
mindless bad worse bad,0
,1
cardboard,0
illogical,1
bad bad cheap bad colman,0
,1
,1
,1
bad bad 210,0
budget budget,1
otto laura tierney bad tierney bad laura,1
bad bad renting garbage,0
bad bad,1
,1
ripped,1
boring,1
lame plain boring,0
horrible molina,0
awful kidding,0
worse bad,0
,0
ronald bad dumb bad unfunny awful,0
,1
,0
bother,1
,0
,1
bad,1
boring poorly excuse excuse,0
,0
sht sht,0
,0
awful laughably,0
cheap sucked,0
frances,1
boring,0
poorly,1
bad cardboard bad bad laughable,0
jonathan,1
stupid,0
bad awful boring atrocious excuse awful bad,0
waste,0
awful bad bad rubbish,0
,1
lame lame lame bad horrible waste,0
toilet budget bad,0
illogical,1
,0
,0
,0
fake,0
,1
,1
pointless padding bad boring,0
,0
,1
eat,1
,1
boring bad,0
bad,0
awful friendship bad,0
northam liu rita liu sucked horrible bad liu,1
friendship excuse bad horrible budget,0
,1
franz,1
,0
crap crap poorly morons crap,0
cheap bad,0
budget bad zombies bad 90 mins,0
pointless bad,0
,0
cheap,0
,1
laughably,0
crap awful crap,0
crappy poorly bad,0
bad poorly incoherent poorly bad,0
captures,1
steaming bad holes,0
bad amateurish,0
waste atrocious bad bad bad,0
poorly bad,0
budget bad lame costs,0
cary blandings cary cary myrna loy rochester cary myrna costs cary cary myrna melvyn myrna cary powell cary blandings,1
,0
alfred crap worse,1
bad,1
bad lame worse bad worse,0
melvyn melvyn jonathan hale cheap melvyn melvyn powell melvyn powell powell melvyn ruth barbara,0
stewart stewart stewart stewart stewart stewart stewart stewart stewart stewart stewart stewart stewart stewart stewart,1
bad margaret patriarch,0
stewart bloom bad,1
awful worse horrible,0
,0
worse awful awful,1
bad bad awful stupid suck bother,0
bad victoria,1
understated,0
bad,0
budget bad,0
postwar stupid horrible,1
,1
waste horrible crap lame,0
horrible bad bad worse,0
,0
budget horrible,1
bad bad bad rubber,0
bloom bloom portrait,1
pile garbage bad,0
,0
stupid waste,0
cgi,1
,0
,1
pile rubbish laughable awful stupid illogical stupid stupid stupid,0
,0
budget budget awful barrel barrel cgi rubbish stupid,0
,1
,1
dumb,1
crappy,1
bad stupid crap waste awful,0
illogical,1
lame bad worse ripoff bother,0
,1
,1
,0
,1
,1
,0
philip philip,1
,1
,0
philip,0
bad bad cheesy cheesy,0
,0
,1
,1
rathbone rathbone,1
understated,1
,1
,1
,1
bad worse bad,0
costs,1
bin poorly budget,0
bad waste rubbish,0
gonna,1
,0
,1
renting bad ronald,1
bad holes,0
,1
bad,1
,0
,0
unfunny bad waste cardboard incoherent costs,0
,1
alexander veidt vibrant,1
,0
crap,0
ruth worse,1
poorly,0
morons pathetic bad,0
bad garbage lame awful awful plain awful,0
awful holes worse awful bad garbage holes,0
,1
worse,1
,1
bad eaten pile steaming rubbish waste,0
uwe stupid,0
,1
,1
,1
worse 110,0
,1
boring incoherent bad,0
stupid crap bad stupid,0
,1
,1
alfred,0
bad bad bother rupert,0
captures,1
bad budget,0
worse mindless atrocious worse,0
,1
,1
laura,1
bad pile dung bad bad awful bad bad,0
,1
,1
,1
,1
,1
budget,1
,1
90,0
,1
,1
,1
pointless bad,0
zombies zombies zombies zombies,0
lame bad sucked,0
,1
,1
waste,0
,1
,1
,0
,0
bad,1
,1
cheap bad budget budget crap worse,1
cgi budget budget bad stink,0
,0
corn,1
christie jacques christie jacques bad christie christie,1
,1
,1
,1
,1
patriarch painter,1
vomit,1
,1
,1
,0
,1
poorly bad,0
uwe boring suck camcorder uwe bad,0
sucked junk boring crap 90 waste,0
bad bad bad bad awful,0
bad bad,0
garbage,1
friendship,1
,1
boring,0
,1
gifted dumb lame stupid,0
bad,0
bad victoria,1
,0
boring,1
plain,1
bad,1
crap waste budget bin ripped crap,0
alfred unwatchable bad,0
laura victoria bad crap boring awful boring poorly bad bad budget poorly eaten eat eaten awful awful bother,0
bad bad waste,0
zombies laughable,1
,1
margaret,0
laughably budget,0
,0
,1
,0
bad stupid stupid,0
captures,1
bad stewart vera bad,0
luzhin,1
stupid albert awful awful bad,0
,1
stupid stupid boring boring waste vomit boring costs,0
,0
junk fake bother,0
bad,1
0,1
worse 90,0
,1
cheesy cheesy,0
,1
bad 90,1
bad,0
bad,0
,1
,1
cheap,1
awful,0
,1
boring,0
lame pointless,0
,0
,1
incoherent bad fake,0
unwatchable barbara,0
bad dumb,0
cary myrna loy melvyn blandings blandings myrna loy melvyn cary,1
liu,1
waste,0
,1
dumb dumber stupid boring,1
errol flynn flynn flynn,1
,1
,1
stupid,1
plain dumb bad renting,1
,1
,1
horrible unfunny,0
cheap rita,0
eaten bad cheap,0
budget budget,1
waste,1
,0
,1
,1
,1
atrocious,0
,1
,1
worse bad stupid lame crap crap rubbish,0
,1
ably portrait,1
lame incoherent,0
bad bad,0
,0
,1
,0
bad,0
powell,1
ripoff boring stupid bad bad pg13 stupid,0
bad,0
budget,1
stupid stupid stupid stupid,1
,1
horrible zombies,1
90 worse,0
poorly waste crappy,0
holes holes crappy,1
stupid,0
,0
,0
crap 210,0
,1
renting,1
gershwin,1
crap crap newman,0
olivia olivia,1
bad lame junk,0
,0
bad lame boring bad,0
,1
bad dumb bad boring,0
stupid illogical fake bad,0
,1
,1
bad,0
,1
cheesy,0
gonna poorly,0
bad worse ripped awful worse,0
budget 90 bad,0
,0
lame,1
boring waste,0
,0
waste renting 010,0
budget bad lionel fake atrocious bad budget cheap,0
,0
,1
,1
,0
,1
cheap boring worse bad,0
,0
,0
,1
,1
portrait,1
pile pathetic,0
,1
awful,1
lame holes amateurish,1
costs,1
fake boring,0
boring waste,0
,1
,1
playwright,0
bad stupid stupid lame stupid lame,1
,0
ella raines,1
,1
,1
,1
bother,0
,1
ripoff franz bad franz,1
,1
,0
,1
bad bad bad,0
cheesy cheesy stupid waste,0
,1
postwar,1
pathetic bad bad bad costs,0
crap stupid waste suck gonna plain stupid,0
awful amateurish waste,0
understated,1
,1
horrible,0
bloom albert,1
plain,1
,0
watson,1
zombies,1
barrel bad,0
,1
longsuffering zombies ruth laughably,1
,0
friendship friendship friendship holes,1
,1
,1
boring bad plain awful boring horrible ripped,0
bad budget,0
zombies,0
bad bad,0
waste,0
stupid,0
bad tierney bad laura tierney neville,1
gena,1
stupid,0
capturing,1
worse stupid stupid,0
,1
,0
,0
stupid amateurish awful,0
stupid,0
,1
,1
myrna loy melvyn,1
crap,0
bad,1
,0
cheap,0
,0
,1
,0
,1
muni muni wang,1
,0
boring boring,1
renting,0
,1
bad renting worse,0
,1
alexander,1
,0
pile,1
crap stupid suck,0
budget waste junk crap crap cheap bad budget,0
awful,0
unfunny,0
,0
crap worse,0
,0
pointless mindless,1
,1
bad incoherent 90 crap,0
pathetic bad,0
,0
ripped,1
,0
awful awful junk mindless,0
,1
dumb,0
unfunny boring fastforward gonna,0
,1
playwright bad,0
,1
,1
,0
boring,1
,0
captures,1
poorly,0
,1
bad swearing,1
bad bad waste waste,0
,0
,1
bad awful,0
wasting atrocious bad christie,0
bad plain awful,0
captures bad boring poorly youthful,0
worse renting stupid bother bad stupid,0
awful,0
,1
,1
crappy suck dumb dumb stupid bad bad fake boring unoriginal bad horrible,0
victoria victoria eat excuse,1
atrocious,0
bad pathetic lame awful,0
boring,0
rubbish budget,1
,0
,1
waste kidding waste,0
,1
,0
flynn,1
,1
,0
,0
bad,0
amateurish,0
rita rita,1
,1
muni,1
excuse boring,1
,1
mindless waste,0
bad,0
lame,1
stanwyck,1
cheap budget,0
,0
horrible horrible horrible gonna,0
,1
crap crap,1
,0
holes awful stupid waste,0
,0
excuse poorly stupid stupid awful bad bad awful bad unfunny,0
bad awful,0
crap waste,0
,1
,0
unfunny lame,0
,1
awful,0
,1
,1
boring awful boring boring boring awful cheap wasting bad laura bad,0
,0
,1
,1
mutual junk renting dumb,0
awful gaping holes bad,0
costs,0
awful rubbish,0
bad crap unfunny lame horrible,0
cheap excuse,1
bad poorly,0
suck boring,0
plain stupid awful cheap bad excuse holes boring,0
rita rita everett rita rita,1
captures lame,0
boring cheesy,0
waste bad,1
,1
horrible bad awful watson awful fake watson amateurish,0
,1
,1
,0
boring pointless horrible bad cheesy pile,0
,1
stupid bad bad,0
bad,0
cheap barbara cheap cheap,1
,1
bad,0
boring,1
boring,0
worse,0
horrible worse bad waste,0
excuse,0
,1
gifted raines raines ava,1
,1
awful waste,0
,1
poorly horrible bad eat bad,0
bad bad,0
stupid,1
worse awful budget costs,0
errol flynns alexis hale bad errol flynn flynns,1
,1
steaming,1
bad bad morons sucks,0
,1
franz contribution,1
stupid,1
pile padding renting bad,0
,1
,0
cheap,0
,0
powell powell,1
,0
poorly worse bad,0
pile crap,0
,0
bad,1
stupid holes,0
,1
bad sucks,0
horrible,1
cheesy,1
rita everett,1
bad,0
bad,0
laughable,1
,1
,1
bad atrocious cheesy bad,0
budget,1
budget,0
,0
tierney watson budget tierney watson tierney,0
gonna gonna gonna,1
,0
bad cheap,0
,1
,0
,0
,0
pathetic budget,0
lame,1
,0
rubbish waste bad,0
,1
boring boring,0
suck,0
bad gifted bad boring cheap cheap worse rubber cheap eaten,0
,1
,0
bad,0
powell powell fooled powell,1
crap cgi crap,1
stupid,1
fake stupid,0
poorly waste,0
bother,0
,0
,1
laughably bad bother bad,0
antwone,1
antwone,1
boring waste,0
,1
worse,1
ripoff unoriginal boring stupid budget excuse awful suck,0
budget,1
,0
cheap,0
garbage,0
portrait bad otto,0
bad plain,0
budget budget budget budget,0
boring,1
bad bad,0
,1
sucked,0
,0
pathetic excuse,0
bad,0
awful,0
,1
laughable bad,0
camcorder atrocious,0
bother,0
,0
90 atrocious illogical boring,0
holes waste,0
bad awful bad boring meaningless gonna bad bad horrible bad bad pathetic excuse worse bad bad,0
postwar cgi,1
,1
daylewis,0
,1
bad awful budget illogical,0
fake bad,0
,1
postwar,1
poorly boring bad ripped awful,0
rochester,1
pointless boring awful costs,0
captures understated,1
alfred powell powell,1
,0
lame waste horrible,0
,1
cary cary pointless horrible,0
,1
,1
,1
bin,1
bad bad boring tomatoes holes,0
,0
excuse,1
,0
,1
bad bad bad,1
,1
,0
christie,0
,0
,0
bad,1
crap 110,0
eat boring junk,0
bad 90,0
,1
,1
bad amateurish bad,0
boring mins,1
friendship,1
bad bad,0
,1
cheap bad awful cheap gonna zombies cheap,1
ripoff meaningless,0
,1
,1
gonna gonna bad snakes bad boring bad,0
bad crap crappy crappy crappy,0
,1
bad worse stupid,0
horrible dumb bad bad bad 110,0
,1
awful,0
,1
stewart stewart cheap,1
youthful,1
cheap ripped budget pointless bad sht,0
,0
,1
horrible,0
lame waste cheap,1
jonathan,1
du,1
waste garbage renting,0
,1
,1
horrible stupid waste,1
,1
budget bad budget bad,0
barbara stanwyck,1
bad snakes budget,1
,1
,1
bad awful,0
irene barbara barbara poorly,1
bad boring bad stupid costs,0
,0
,1
plain crap boring eat garbage sucked bad,0
,1
cgi,0
,1
waste dumber,0
poorly bad boring lame bother,0
barbara portrait,1
laughably bad cgi budget eaten unwatchable,0
,0
boring stupid waste,0
cheesy bad atrocious plain bad,0
pathetic boring,1
budget 210,0
budget budget budget budget rubbish bad,0
,1
bad bad bad wasting crap bad worse,0
waste,0
,0
zombies,0
bad bad budget bad stupid,0
,1
budget awful bad budget awful awful,0
atrocious budget plain bad awful awful crap crap crap rubbish cheap,0
bad,0
bad cheap bad bad worse,0
bad lame,0
obrien cheesy obrien rubbish,1
,1
du du,1
muni,1
plain rubbish,0
budget budget,0
captures budget bad boring worse boring,0
bad,0
,0
,1
bad,0
worse uwe nonsensical steaming pile waste,0
captures,1
corn corn turd,0
worse,0
gertrude,0
friendship friendship awful,1
cheap,0
,1
bad bad bad incoherent bad,0
plain,1
bad bad bad incoherent,0
,1
worse,1
boring gena rowlands alexander pathetic alexander du binoche boring plain bad,1
stewart stewart stewart,1
friendship,1
,0
plain,1
garbage,1
,1
bad bad,0
philip,1
toilet eaten stupid cardboard bad,0
barbara,1
,1
wasting jonathan budget,1
vera,1
,1
pathetic,0
budget,1
neville,1
gertrude sheridan,1
bad,1
,1
carole lombard,1
bad bad gifted,0
,0
friendship holes,1
,1
,0
budget budget budget,1
,0
90 90,0
toilet crappy bad bad cheesy,1
,1
stupid,0
bad,1
bad bad bad,0
bad,1
pointless meaningless garbage,0
stink pile,1
,0
,0
elegance,1
,0
,1
excuse crap budget waste,0
,1
daylewis christy christy,1
,0
awful,0
,1
awful,0
eat eat,0
,1
,1
,1
,1
stupid,0
,1
lame,0
,1
poorly boring kidding pathetic,0
waste waste horrible,0
crap junk,0
unfunny,0
bad,1
cheap cheesy,1
bad,0
,1
,0
,1
bad cheesy dumb cheesy cheesy waste stupid,0
cheesy unoriginal bad bother bad,0
lame stupid,0
,1
,1
,0
,1
awful bad cheap,0
,1
,1
eat crap bad,0
,1
,0
,1
,0
sucks holes bad excuse 210,0
,1
,1
worse bad 010,0
mindless,0
zombies zombies,1
,1
,1
,1
budget,1
laughable,0
bad,0
collaborator gifted worse,1
friendship jonathan bad ripped,0
horrible horrible ripoff amateurish,0
bad,1
sucks unfunny,0
worse garbage 90 fake stupid,0
poorly cheap elegance,0
,0
,0
worse,0
,1
northam boring rita liu rita budget budget northam liu rita liu 90,1
fake,1
alfred,0
bad sucked,0
sht boring amateurish,0
,1
vomit,0
barbara,1
,0
pile steaming bad bad bad bad bad bad garbage,0
cheung bad,1
,1
,1
,1
unfunny stupid stupid dumb unfunny unfunny bad bad stupid mins,0
worse,0
,0
,0
bad worse excuse steaming,0
,1
zombies,1
,0
lame awful holes,0
garbage crap,0
horrible budget pg13,0
,0
,1
,1
,1
,0
poorly poorly kidding waste,0
,1
sucks,1
,0
,1
lame,0
bad,0
budget postwar rita,1
horrible bother stupid,0
bad,0
waste,0
plain awful worse lame awful,0
garbage,1
bad bad costs,0
,0
,1
bad,0
worse eaten bad laughable poorly,1
,1
budget dumb,0
crap rubbish awful awful budget,0
horrible stupid unfunny,0
playwright irene,1
bad,1
horrible,0
holes bother,0
,1
cheap worse worse cheap,0
,1
,1
waste meaningless bad meaningless bad 0,1
,1
,0
,1
unoriginal ullman,1
toilet blandings blandings cary myrna loy loy costs blandings melvyn blandings reginald blandings architect,1
,1
bad,1
,1
,0
suck boring,0
budget crappy bad,0
,0
captures waste,0
,0
awful,1
,1
toilet,0
,1
,1
waste budget budget amateurish vibrant stupid bad,0
incoherent stupid horrible,0
fake bad bad pointless lame,0
,1
philip watson,1
bad bad,0
garbage pile crap fake awful waste sucked,0
,1
poorly dumb,0
cheap,1
philip finney bad,1
,1
boring bad boring,0
,1
bad,0
,0
worse,0
atrocious horrible,0
otto laura tierney laura otto captures laura tierney laura tierney tierney laura laura,1
waste,0
ella,1
laura albert,1
,1
crap plain stupid worse uwe bother,0
barbara barbara barbara,1
pathetic excuse wasting toilet crappy worse crap,0
waste 90,0
junk,0
,0
,0
,0
,1
incoherent awful pg13,0
zombies,1
excuse bad,1
bother,0
,1
bad bad,1
,1
sucks excuse sucks sucks sucks bad bad bad sucks sucks,0
margaret waste costs,0
,0
,0
bad,0
illogical,0
,0
barbara,1
,0
franz gertrude dumb,1
lame,1
denis denis frances denis,1
awful wasting,0
bad,1
,0
bad,0
,1
,1
,1
,1
crappy,0
bad,1
,1
bad,0
boring waste boring boring boring,0
worse cheap,0
eat swearing eat,1
,1
awful awful pile crap,0
waste,0
,1
friendship vomit friendship,1
,1
waste,0
pointless boring,0
awful awful,0
,0
poorly bad bad bad,0
incoherent bad cheap,0
bad,1
,1
rubbish,1
boring waste,0
bad ripped crap,0
budget budget stupid boring crap,0
holes bother gonna,1
,0
,1
,1
waste,0
bad,1
bad plain pathetic,0
renting bad bad,0
,1
zombies,1
,1
,1
,1
pointless,0
cheap pointless jacques,1
bad tomatoes eat,1
,1
pointless dumb plain boring stupid junk junk padding crap,0
crap ugh awful,0
,1
incoherent excuse pointless cheesy laughable,0
laura,1
plain,1
bad laughably boring pathetic cheap meaningless bad,0
jonathan poorly,1
boring boring,0
,1
,1
,1
morons,1
cgi lame boring,0
