x,y
,1
effects effects,1
dumb offended dumb wouldnt,0
scared couldnt,0
,1
bad couldnt sit waste,0
,0
,1
bad bad horrible bother,0
bad plain unfunny jokes whatsoever laugh jokes dont itll,1
,1
effects bad padding,1
dont dont,0
,1
boring,1
,1
,1
waste bad,0
uwe boll reviews uwe boll reviews dont lame boll minutes boll dont uwe boll uwe cheap boll boring mins boring laughable cheap sit mins horrible uwe soooo stupid stupid plain stupid plain dumb uwe boll poorly crap,0
,1
rented dont rent,1
bad unrealistic dont dont,0
dont,0
minutes awful effects minutes waste popcorn,0
,0
crappy sequels awful sequels,0
bad bad,0
straighttovideo mess effects boring bad,0
,0
bad poorly dont,0
,1
bad terrible worse holes dont cheesy dont worse toilet offended bad stupid idiots avoid terrible costs bad,0
,1
cheesy plain laughable rent,1
bad,0
dont,1
,1
,0
dont,1
cheap bother,1
unless cents bad,0
crap unnecessary rent,1
,1
bad terrible unfunny stink,0
rented bad stupid,1
garbage pointless trash whatsoever waste poorly,0
minutes minutes,0
,1
awful confusing,0
bad,0
budget,1
nudity bad sucked,0
boring,0
awful bad stupid dont wanna dont dont laughable plain dont rubbish budget mins 010 cuz yourself,0
redeeming,1
bad minimum budget bad stupid effects bad,0
cheesy confusing dumb crap dont,1
zombies zombies budget budget dont,0
,1
pointless please mess shelf,0
bad worse garbage bad,1
,1
90 minimum dont bad dubbing gonna,0
lame dumb unoriginal effects cgi awful gore cheap cgi effects bad bad worse,0
drivel boring sit confusing,0
mess terrible sit shelf,1
boring sucked bad bad bad bad,1
,1
itif dont,1
honestly,1
,1
stupid,1
iti moviei,1
gore gore stupid scary,0
sht minutes worse bad horrible bad,0
bad effects,1
bad,1
boring barrel,0
bad dont bad,0
90 minutes,1
,1
bad dont dont wouldnt trash,1
bad bad excruciatingly terrible awful effects joke wouldnt scared dont waste terrible bad terrible,0
,1
,1
garbage bad,1
minutes nope,1
predictable wasting,0
minutes meaningless dont yourself terrible bad crap crap bad dont terrible,0
poorly headache excuses uwe boll,0
couldnt snakes snakes cheap,1
,1
,1
bad bad,1
wouldnt dumbest,0
dont,1
dont laugh itd laughing laugh,1
effects plain laughing disbelief sit,0
cheesy predictable dont,1
dont jokes reviews,1
terrible,0
boring asleep dont,0
toilet amateurish,0
holes seriously sucked seriously,0
,0
terrible spoiler couldnt incoherent mess,0
dont,0
,1
stupid suspend disbelief worse bad effects stupid plain bad,0
budget stupid bad lame lousy dumb minutes,0
bad,0
mess budget bad,0
seriously bad sit,1
,1
effects,0
worse stupidest minutes horrible bad worse ripped honestly,0
awful awful dont pile redeeming,0
,1
,1
mess terrible plain 90 minutes stupid seriously dont dont dont dont dont dont dumb seriously fetched boring awful laughing couldnt boring dont gore budget sucks bad awful lame bad bad,0
,1
dumb stupid stupid waste rent rubber dumb stupid bad,0
boring dont,1
awful please avoid costs cos couldnt bad,0
,1
sit terrible cheesy waste terrible couldnt honestly boring yourself dont,0
trash trash,1
terrible,1
,1
dont stupid,0
rushed,1
dont dont,1
,0
seriously bad minutes minutes minutes gore effects effects sequels nudity effects cheap stomach,1
bad,0
joke bad bad,0
rent,0
effects,0
,1
laugh budget,0
bad dont mess stupid stupid,0
,1
dont awful,1
minutes dont,1
bothered,1
bad couldnt laughable boring scary spoiler please,0
dont,1
bad,1
honestly laughing joke stupid laughing couldnt honestly,1
bad budget,1
effects dont pointless pathetic waste stupid rubbish ripped tripe,0
dont waste,0
dont,1
dont cheesy lame effects sequels,1
carnosaur seriously carnosaur laughing carnosaur sequels carnosaur yourself,0
,1
worse,1
,1
gore explosions,1
asleep laughing,0
sht dont joke toilet dont dont rent,0
fooled wouldnt budget couldnt,0
minutes fooled fetched,0
dont bad wouldnt dont stupid dont,1
,1
,1
unfunny drivel predictable,0
,1
,1
offended garbage bad bad bad bad dont bad,1
hype scare honestly scary cheap scary dont dont,0
stupid gore lousy dumb disgusting gore trash gore laugh wouldnt,0
worse bad worse awful halfway bad pointless bad awful uwe bad awful uwe camcorder stupid garbage worse dung bad laugh bad bad minutes untrue bad 0,0
sit boring terrible boring,0
dont bad waste,1
,1
,1
,0
redeeming spoiler pointless nudity ugh,0
awful terrible bad bad dont waste,0
effects laughable scary dont,0
dont dont stupid idiots boring pointless halfway laugh effects awful pile,0
joke trash wouldnt dont dont,0
,1
reviews,1
wouldnt,1
,1
dont,1
please pointless couldnt,1
bin horrible cheap rent unless stoned dont,0
bad bad stupid jokes jokes rushed,1
waste incoherent plain garbage whatsoever dont dont spoiler,0
bad,0
puns horrible,1
fooled bad bad holes holes dont waste,0
wouldnt mess rushed bad halfway bad figured bad waste,0
minutes minutes dubbing,1
boring effects waste,0
,1
meaningless budget worse couldnt reviews reviews,1
couldnt,0
bad dont,1
laughing bad,1
minutes waste stomach cheap bad,0
terrible terrible terrible yourself dont waste,0
,1
cgi bad,0
boring avoid rent,0
,1
minutes,1
unless,1
boring pointless lame minutes horrible dont yourself,0
,1
,1
dumb dumb seriously bad amateurish mess drivel waste,0
,1
yourself rubbish,1
suspend,1
bad trash effects dont please please dont,0
jokes,1
,1
pointless halfway wrap couldnt,0
scare,0
horrible dont scarecrows jokes,1
dont scarier dont bothered effects,1
laugh,1
seriously lame,0
,1
cheesy predictable bothered predictable plain dont bad dont dont,1
honestly,1
kidding,0
avoid costs,0
bad bad rent,1
,0
mess,0
,1
pointless unnecessary boring,0
dont,0
,1
,0
,1
dont awful unfunny,0
bothered stunk jokes bad unrealistic minutes budget,0
,1
excuse cheap worse rental,1
,1
,1
,0
,1
wouldnt,1
excruciatingly bad predictable,0
worse bad awful couldnt,0
,1
cheap dont,1
freaking bad bad horrible horrible,0
bad suffice mess,0
drivel,0
trash please,0
,1
blockbuster cheap sht cheap sucked budget shelves blockbuster crap,0
slasher bad slasher,0
,1
,1
cheap boring bad awful,0
bad bad gore bad effects stupid bad bad,1
,1
pointless unless,0
couldnt registered horrible bad,1
excruciatingly,0
awful drivel,0
effects pg13 scared scared,1
budget,1
terrible effects worse,1
,0
rent,1
bad gore effects stomach,0
minutes minutes minutes wouldnt minutes fastforward minutes,0
mess,1
awful lame lousy bad predictable,0
,1
scary,1
wanna,1
minutes dont avoid,1
couldnt bad holes scary honestly disgusting please gore,1
,1
budget,0
boring boring boring,1
seriously dont bother horrible,1
bad bad,0
crap excuse minutes disgusting disgusting disgusting bad bad 0,0
disgusting crap,0
,1
,1
abomination fetched laughable bad bad awful,0
unrealistic,0
suck steaming pile crap horrible terrible honestly horrible yourself boring disgusting laugh seriously bad boring,0
couldnt laughable continuity mess wouldnt bad,0
couldnt effects scare wouldnt scare,0
dont tomatoes,0
,1
,1
dont dont terrible rubbish stupid stupid,0
boring cheap nudity,0
stomach,1
dont redeeming,0
dont effects,1
bad laugh dont wrap,0
dont bad dont bad,0
couldnt,1
0 horrid pile waste worse dont pathetic dont gonna,0
,1
suffice,1
worse avoid unless,1
,0
disbelief stupid stupid dont,0
,1
nudity,1
awful bad figured couldnt 90 remotely horrible bad bad laugh bad joke bad dont please dont,0
minutes,1
wanna morons soooo seriously seriously,0
,1
worse,1
suffice bad yourself,0
,1
excruciatingly couldnt,0
scary unnecessary gore bad cgi bad,0
,1
worse zombies zombies minutes zombies,0
jokes corny couldnt laughing mindless bad rent,1
awful predictable jokes bad lame minutes excuse lame bother,0
effects,1
sucked bad zombies laugh laugh stupid,0
,1
bad rented,1
horrible boring,0
crap please dont puke,0
ripped refund blockbuster rent mess waste dont bad dont rent,0
,1
terrible bad cheap,0
explosions,1
continuity effects bad,1
,0
,1
,1
gore junk junk,1
avoid dont wouldnt scary sucked wouldnt,0
bad sucks,0
boring,1
,1
bothered terrible scary bad yourself scary,0
dont effects bad,0
effects,1
unrealistic,0
,1
spoiler,1
couldnt disbelief bad seriously corny unless scary scare yourself,0
bad dubbing corny,1
hype,1
,1
awful dont worse laughable awful dont seriously worse redeeming,0
,1
budget bad bad bad effects bad bad bad costs,0
renting,1
,1
,1
joke stupid seriously,0
crap bad joke bad remotely stupid couldnt boring waste trash 0 bad worse dont offended unless bad,0
crap dont dont lousy excuse,0
lame dont cheap,0
unfunny joke crap remotely crap stupid plain rubbish budget cheap effects awful unless bad effects wouldnt terrible bad effects lame rubbish crap bad dont,0
laugh jokes nudity,1
bother budget 310,0
stupid bad jokes horrible horrible,0
bad stupid predictable joke effects bad,0
reviews excuses budget bad holes,0
dont bad,1
awful dont awful pointless dont dont,0
,0
worse minutes,0
minutes dont waste,0
spoiler dont 90,1
laugh excuse poorly minutes,0
predictable,0
trash,1
crappy predictable minutes laugh avoid costs kidding,0
dont,0
garbage bad waste trash bad bad horrible horrible swear bad plain pathetic,0
crap poorly,0
seriously gore,0
popcorn,1
,0
scary,1
predictable,0
yourself,1
snakes yourself snakes reviews,0
illogical worse horrid,0
wouldnt scared rent itll,1
,1
trash sequels trash cheesy couldnt laugh sequels trash boring trash dont wouldnt trash,1
dont pointless,0
,1
laugh boring unwatchable couldnt bad,0
poorly couldnt bad rent costs,0
scary dont effects,1
90,0
couldnt wouldnt poorly,0
bad dont stupid joke worse redeeming unfunny sht,0
bad bad dumb dont bad boring,0
dont,1
redeeming worse worse rent illogical,0
unless bad awful couldnt bad poorly,0
minutes pathetic bad waste unnecessary,0
nudity 90 dont,1
rented minutes minutes unfunny stupid rent rent dont bother renting,0
costs,1
lame dont zombies,0
,1
laugh laugh,1
,1
minutes minutes,1
terrible bad costs,0
,1
headache minutes cgi,0
,1
,1
,1
honestly budget predictable,0
,1
minutes,0
scared hostel scared,1
couldnt plain moviei dont yourself,0
horrible dont,0
,1
,1
dont,1
dont awful unnecessary minutes awful dont waste,0
,1
,1
gore,1
,1
dont dont,0
poorly dont dont terrible poorly,0
yourself,1
dont,1
bad budget corny,1
laughable bad effects,0
,1
,0
kidding,1
seagal crappy waste seagal dubbing seagal seagal worse,0
rented minutes stupid stupid crap dumb,0
drivel effects mins dont,0
gore boring lousy barrel,0
couldnt bad,1
,1
junk junk sit,1
,1
boring,1
dont,0
,0
,0
lame bother,0
costs,1
,1
terrible couldnt,1
bad lame,0
mindless bad,0
,1
stupid gore effects,0
effects awful,1
reviews toilet,0
awful terrible trash trash please avoid headache crap,0
couldnt,0
crap seriously worse,1
stupid wouldnt minutes honestly,0
bad,1
,0
,0
dont sequels jokes,1
,1
,1
predictable cutouts,1
couldnt lame,0
,1
dont,1
,1
,1
poorly,0
,1
,1
cheap cheap,1
godawful,0
awful nudity jokes,0
bad,0
terrible dont dont dont joke bad,1
,1
bad bad,1
dont bother,1
disgusting plain 90 minutes drivel horrible horrible holes holes drivel worse iti iti,0
seriously,0
awful boring unnecessary corny terrible,0
,1
,1
rent dont horrible,1
dont dont,1
dont,0
boring laugh,0
bad awful bad seriously dont cheesy cheesy cheesy toilet jokes scary scary dont,1
hype costs budget wouldnt meaningless scare,0
kidding,1
gore gore gore gore,1
couldnt rehash bad stupid bad,0
seriously bad seriously predictable 90 wouldnt scary gore gore effects budget effects terrible cgi cgi effects terrible 90,0
laughing pg13 sucked rent laugh,1
amateurish worse holes crap,0
,1
,1
dont boring,1
dont,1
joke sit,0
dont seriously stupid,1
cheesy cheesy boring scary,1
plain,1
,1
rushed,1
budget nudity please,0
pointless dont fx,1
bad stupid 90 jokes awful yourself joke,0
wasting bad,1
,0
bad,0
dont cents,1
minutes worse wouldnt,0
,1
terrible terrible terrible boring terrible couldnt terrible terrible dont,1
laugh dumb laughable,0
hype vcr horrible laugh rent,0
,0
laugh dont minutes,1
minutes rushed avoid bad whatsoever,0
bad,1
dont dont terrible terrible,1
horrible dumb dumber dont,1
illogical,0
,1
seriously dont dont yourself dont,1
rent shelf swear trash 110,0
,0
awful amateurish waste,0
reviews,1
slasher gore effects budget predictable mess slasher slasher gore mess,1
stupid awful stupid stupid dont bad stupid dont corny junk,0
cheesy dont bad,0
bad awful worse dubbing zombies dont zombies redeeming worse 90 bad joke,0
,1
,0
minutes gore cheesy budget slasher redeeming,0
worse,1
,1
poorly,0
seagal seagal seagal seagal,0
awful bad please yourself minutes scared pointless disgusting,0
dont dont rubbish,1
awful,0
,1
rented minutes minutes explosions corny mindless dont explosions explosions disgusting dont dont bothered yourself yourself,1
cheesy ugh awful junk bad,0
,0
poorly laugh,0
dont fooled bad bad,0
,1
,0
,1
boring redeeming dont,0
holes,1
terrible terrible bad awful bad,0
wouldnt pointless pointless,0
cheesy cheesy junk cos,1
,0
,1
,1
dont confusing minutes boring boring,1
dont bother dont seriously yourself,0
,1
,1
,1
crap bad cgi bad cgi bad cos awful laugh,0
,1
remotely remotely cheesy garbage avoid costs terrible,0
,1
,1
please reviews tomatoes reviews bad dont waste waste junk trash blockbuster waste waste please dont,0
jokes,0
disgusting worthless waste avoid,0
minutes sit dont horrible,1
dont nudity,1
trash,1
holes holes holes,1
,1
,1
predictable minutes predictable,0
crap laugh minutes,1
stupid mess,0
dont bad,0
,0
blockbuster unless,1
unless,0
,1
dont effects,1
bothered,0
ugh sucks dont,1
cheap explosions dont dont horrible laugh dont whatsoever freaking,0
scare scary bad minimum worse scary minutes terrible dubbing,0
avoid unless pointless,0
shelves pathetic terrible,0
itll,1
laughing,1
90,1
poorly bad bad bad worse corny scary mess bad bad laugh stupid scary,0
bad bad itif rent,0
minutes bad laughable yourself bad bad bad,0
hype,0
dont reviews gore laughable slasher predictable,1
bad rented figured bad rental predictable,0
,1
dont,1
horrible cheap effects suspend disbelief effects costs disbelief bad effects joke terrible,1
minutes,0
waste costs minutes stomach itif,0
bad wouldnt,0
,1
cgi effects effects,1
dont dumbest dont bad bad sucked,0
,1
yourself,1
minimum holes,1
seriously stupid stupid dont worse,0
bad mindless,0
bad bad bad effects disgusting cheap cheesy effects stupid wouldnt cheap stupid bad effects horrible laugh,0
,1
bad terrible bad cheesy bad,0
minutes minutes,1
budget gore budget,1
wrap plain wrap,1
,1
,0
dont,1
,1
nudity laugh unless redeeming cheap continuity nudity nudity pointless,1
registered wouldnt,0
bad holes confusing bad honestly bad bad unless,0
dont,1
worse sit bad,0
couldnt hostel budget,1
cheesy cheesy bad bad effects bad bad laugh boring,1
dont dont illogical mess worse,0
couldnt,1
unnecessary iti,0
jokes dont stomach gonna unless stupid avoid horrible mess,0
boring terrible terrible horrible stupid,0
incoherent dont worse incoherent iti mess please,0
terrible,1
honestly bother gore continuity gore zombies awful cheesy dont reviews,1
disgusting budget bad dont,0
crap scary laugh wouldnt,0
awful dumb jokes,1
bothered freaking dont rent rent,0
bad nope awful cringe dont bad mess,0
dont mess terrible,0
laugh dont rent laugh dont dont trash,1
zombies zombies zombies,1
stupid couldnt slasher dumb,0
crap waste budget sequels onei bin ripped straighttovideo crap,0
sit boring disgusting awful waste wasting 90 minutes lowest,0
,1
awful awful awful awful unnecessary avoid redeeming 310,0
,1
laughing dont seriously laughable,0
awful plain awful bad godawful couldnt whatsoever bad predictable garbage crap,0
bad bad,1
scared nudity confusing nudity nudity predictable,1
plain stoned,1
pointless worse boring unimaginative reviews laughable please,0
,1
,1
,1
,0
,1
bad minutes rushed,0
scary,1
yourself dont renting,1
bad jokes,0
rent,1
stupid laugh popcorn,0
sit,0
crap,0
awful reviews awful reviews suck couldnt bad reviews,0
dont wouldnt poke bad nope,0
whatsoever worse disbelief,0
dont trash,0
seriously unless dont scared unoriginal couldnt,0
worse cgi bad laughable gore mess,0
dont,1
,1
,1
dont waste horrid cgi bad,0
minutes minutes minutes,1
